rank,name,final_score,semantic_score,experience_score,behavioral_score,retrieval_score,career_growth_score,location_score,education_score,skill_depth_score,skill_duration_score,skill_endorsement_score,leadership_score,job_stability_score,startup_mindset_score,title_semantic_score,experience_semantic_score,honeypot_flag,honeypot_type,reasoning,current_title,current_company,experience_years,location
387,Candidate_0374,0.4966,0.443,0.7,0.4269,0.0,0.65,0.3,0.9,0.6864,1.0,1.0,0.15,0.7,0.5,0.3382,0.3829,False,,"Rank #387: Relevant AI/ML profile with 11 years of experience at Operations Manager, HR Business Partner. Skills include Project Management, Google Analytics, TensorFlow. Limited retrieval/ranking experience for this search-focused role. Behavioral signals: actively looking and open to work. JD fit: exceeds minimum experience (11 yrs vs 5 required).",Data Entry Specialist,Mphasis,11.0,Ahmedabad
388,Candidate_0302,0.4963,0.4369,0.75,0.4059,0.0,0.65,0.3,0.9,0.7375,1.0,1.0,0.0,1.0,0.0,0.5265,0.3092,False,,"Rank #388: Candidate with 4 years at HCL Technologies, Accenture as Senior Software Engineer. Skilled in Scikit-learn, Prompt Engineering, OpenAI API. Consulting-only background without product-company experience. Behavioral signals: actively looking and open to work.",Senior Software Engineer,Wipro,4.0,Kolkata
389,Candidate_0398,0.4963,0.4426,0.7,0.4254,0.0,0.65,1.0,0.4,0.61,1.0,1.0,0.15,0.7,0.5,0.2286,0.3364,False,,"Rank #389: Candidate with 11 years at HR Business Partner, Operations Manager as Content Writer. Skilled in Communication, TensorFlow, Leadership. Limited retrieval/ranking experience for this search-focused role. Behavioral signals: actively looking and open to work. JD fit: exceeds minimum experience (11 yrs vs 5 required).",Content Writer,HCL Technologies,11.0,Bangalore
390,Candidate_0465,0.4959,0.3926,0.75,0.3398,0.07,0.65,0.3,0.5,0.6955,0.9909,1.0,0.65,1.0,0.7,0.2487,0.1993,False,,"Rank #390: Strong match for retrieval-focused AI engineering role. 4 years at Customer Success Manager, Marketing Manager building semantic search, ranking, or retrieval systems with Stakeholder Management, JIRA, Salesforce. Limited retrieval/ranking experience for this search-focused role. JD fit: demonstrates retrieval/ranking expertise required by the JD.",Marketing Manager,IBM Consulting,4.0,Chennai
391,Candidate_0430,0.495,0.4511,0.5,0.3198,0.07,0.65,1.0,0.9,0.6833,1.0,1.0,0.15,1.0,0.7,0.1156,0.1865,False,,"Rank #391: Strong match for retrieval-focused AI engineering role. 3 years at Account Executive, Operations Manager building semantic search, ranking, or retrieval systems with Keras, HubSpot, Stakeholder Management. Limited retrieval/ranking experience for this search-focused role. JD fit: demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Account Executive,Mphasis,3.0,Bangalore
392,Candidate_0271,0.4948,0.4187,0.75,0.4334,0.0,0.62,1.0,0.5,0.7125,1.0,1.0,0.0,0.7,0.0,0.5265,0.298,False,,"Rank #392: Candidate with 4 years at Mphasis, Hexaware as Senior Software Engineer. Skilled in TensorFlow, NumPy, Scikit-learn. Consulting-only background without product-company experience. Behavioral signals: actively looking and open to work.",Senior Software Engineer,HCL Technologies,4.0,Pune
393,Candidate_0196,0.4947,0.4974,0.5,0.4249,0.07,0.5,0.3,0.7,0.7357,0.9048,1.0,0.15,1.0,0.7,0.6607,0.4049,False,,"Rank #393: Strong match for retrieval-focused AI engineering role. 3 years at HR Business Partner building semantic search, ranking, or retrieval systems with Prompt Engineering, NumPy, ChatGPT. Limited retrieval/ranking experience for this search-focused role. Behavioral signals: actively looking and open to work. JD fit: demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",ML Engineer,Wipro,3.0,Ahmedabad
394,Candidate_0315,0.4946,0.4335,1.0,0.324,0.0,0.62,0.3,0.5,0.5,1.0,1.0,0.0,1.0,0.0,0.5265,0.3663,False,,"Rank #394: Candidate with 8 years at Hexaware, Tech Mahindra as Senior Software Engineer. Skilled in NumPy, Keras, Machine Learning. Consulting-only background without product-company experience. JD fit: meets the 5-9 year experience requirement (8 yrs).",Senior Software Engineer,Deloitte Tech,8.0,Kolkata
395,Candidate_0312,0.4946,0.436,0.75,0.4084,0.0,0.65,0.3,0.9,0.6917,1.0,1.0,0.0,1.0,0.0,0.5265,0.3344,False,,"Rank #395: Candidate with 4 years at Capgemini, HCL Technologies as Senior Software Engineer. Skilled in TensorFlow, Jupyter Notebook, Machine Learning. Consulting-only background without product-company experience. Behavioral signals: actively looking and open to work. JD fit: has the required expert-level Python.",Senior Software Engineer,Capgemini,4.0,Chennai
396,Candidate_0310,0.4945,0.4511,0.75,0.396,0.0,0.65,0.3,0.9,0.6542,0.9611,1.0,0.0,1.0,0.0,0.5265,0.367,False,,"Rank #396: Candidate with 4 years at Cognizant, Infosys as Senior Software Engineer. Skilled in NumPy, LangChain, GitHub. Consulting-only background without product-company experience. Behavioral signals: actively looking and open to work. JD fit: has the required expert-level Python.",Senior Software Engineer,IBM Consulting,4.0,Kolkata
397,Candidate_0214,0.4943,0.4996,0.5,0.3724,0.07,0.5,0.3,0.9,0.67,0.9556,1.0,0.15,1.0,0.7,0.6607,0.3627,False,,"Rank #397: Strong match for retrieval-focused AI engineering role. 3 years at Account Executive building semantic search, ranking, or retrieval systems with OpenAI API, Data Analysis, Pandas. Limited retrieval/ranking experience for this search-focused role. Behavioral signals: actively looking and open to work. JD fit: demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",ML Engineer,Hexaware,3.0,"San Francisco, USA"
398,Candidate_0423,0.4938,0.4519,0.5,0.3226,0.0,0.65,1.0,0.9,0.6591,0.8455,0.8545,0.65,1.0,0.5,0.2241,0.2736,False,,"Rank #398: Candidate with 3 years at Marketing Manager, HR Business Partner as Customer Success Manager. Skilled in Project Management, Budget Management, Stakeholder Management. Limited retrieval/ranking experience for this search-focused role. JD fit: has the required expert-level Python.",Customer Success Manager,Mindtree,3.0,Delhi NCR
399,Candidate_0370,0.4935,0.428,0.7,0.0974,0.0,0.65,1.0,0.9,0.7937,0.9125,1.0,0.65,0.7,0.5,0.2241,0.2758,False,,"Rank #399: Candidate with 12 years at HR Business Partner, Customer Success Manager as Customer Success Manager. Skilled in Keras, Content Marketing, Communication. Limited retrieval/ranking experience for this search-focused role. Low engagement signal: last active 242 days ago. JD fit: exceeds minimum experience (12 yrs vs 5 required).",Customer Success Manager,Deloitte Tech,12.0,Delhi NCR
400,Candidate_0279,0.4935,0.4256,1.0,0.3333,0.0,0.62,0.3,0.4,0.675,0.875,1.0,0.0,1.0,0.0,0.5265,0.3035,False,,"Rank #400: Candidate with 7 years at Capgemini, HCL Technologies as Senior Software Engineer. Skilled in Data Analysis, ChatGPT, Python. Consulting-only background without product-company experience. JD fit: meets the 5-9 year experience requirement (7 yrs); has the required expert-level Python.",Senior Software Engineer,Cognizant,7.0,Chennai
401,Candidate_0187,0.4928,0.5216,0.5,0.2245,0.07,0.65,0.3,0.8,0.76,1.0,1.0,0.15,1.0,0.7,0.6135,0.4278,False,,"Rank #401: Strong match for retrieval-focused AI engineering role. 3 years at Marketing Manager building semantic search, ranking, or retrieval systems with Machine Learning, Scikit-learn, Keras. Limited retrieval/ranking experience for this search-focused role. JD fit: demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Search Engineer,Nixtla,3.0,Chennai
402,Candidate_0425,0.492,0.3946,1.0,0.1055,0.0,0.65,0.3,0.9,0.6444,1.0,1.0,0.15,1.0,0.5,0.2773,0.1809,False,,"Rank #402: Candidate with 7 years at Account Executive as Scrum Master. Skilled in Project Management, Leadership, Microsoft Excel. Limited retrieval/ranking experience for this search-focused role. Low engagement signal: last active 323 days ago. JD fit: meets the 5-9 year experience requirement (7 yrs).",Scrum Master,Deloitte Tech,7.0,Ahmedabad
403,Candidate_0372,0.4909,0.4138,1.0,0.098,0.0,0.65,0.3,0.7,0.7056,1.0,1.0,0.15,1.0,0.5,0.2649,0.1992,False,,"Rank #403: Candidate with 7 years at Account Executive, Marketing Manager as UX Designer. Skilled in Content Marketing, Machine Learning, Python. Limited retrieval/ranking experience for this search-focused role. Low engagement signal: last active 339 days ago. JD fit: meets the 5-9 year experience requirement (7 yrs); has the required expert-level Python.",UX Designer,HCL Technologies,7.0,Kolkata
404,Candidate_0295,0.4907,0.4272,1.0,0.254,0.0,0.62,0.3,0.7,0.55,0.9194,1.0,0.0,1.0,0.0,0.5265,0.2685,False,,"Rank #404: Candidate with 9 years at Wipro, Capgemini as Senior Software Engineer. Skilled in Pandas, Python, Prompt Engineering. Consulting-only background without product-company experience. JD fit: meets the 5-9 year experience requirement (9 yrs); has the required expert-level Python.",Senior Software Engineer,Hexaware,9.0,Kolkata
405,Candidate_0446,0.4903,0.4496,0.75,0.291,0.0,0.65,0.3,0.9,0.6731,0.8974,1.0,0.15,1.0,0.5,0.2269,0.3308,False,,"Rank #405: Candidate with 4 years at Operations Manager, HR Business Partner as Financial Analyst. Skilled in Salesforce, JIRA, HubSpot. Limited retrieval/ranking experience for this search-focused role.",Financial Analyst,Tech Mahindra,4.0,Singapore
406,Candidate_0415,0.4896,0.3985,0.75,0.105,0.07,0.65,1.0,0.4,0.5955,1.0,1.0,0.65,1.0,0.7,0.2644,0.2319,False,,"Rank #406: Strong match for retrieval-focused AI engineering role. 4 years at HR Business Partner, Account Executive building semantic search, ranking, or retrieval systems with PowerPoint, Machine Learning, Social Media. Limited retrieval/ranking experience for this search-focused role. Low engagement signal: last active 121 days ago. JD fit: demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Project Manager,Accenture,4.0,Pune
407,Candidate_0206,0.4888,0.5278,0.5,0.3096,0.07,0.5,0.3,0.5,0.8429,1.0,1.0,0.15,1.0,0.7,0.6135,0.4828,False,,"Rank #407: Strong match for retrieval-focused AI engineering role. 3 years at Customer Success Manager building semantic search, ranking, or retrieval systems with Jupyter Notebook, SQL, TensorFlow. Limited retrieval/ranking experience for this search-focused role. JD fit: demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",Search Engineer,Capgemini,3.0,Singapore
408,Candidate_0266,0.4885,0.4367,0.75,0.4476,0.0,0.62,0.3,0.9,0.7,0.9639,1.0,0.0,0.7,0.0,0.5265,0.361,False,,"Rank #408: Candidate with 4 years at Tech Mahindra, Wipro as Senior Software Engineer. Skilled in LangChain, Keras, GitHub. Consulting-only background without product-company experience. Behavioral signals: actively looking and open to work.",Senior Software Engineer,TCS,4.0,Kolkata
409,Candidate_0343,0.4884,0.4567,0.7,0.2991,0.0,0.62,1.0,0.4,0.7333,1.0,1.0,0.0,1.0,0.0,0.5265,0.3828,False,,"Rank #409: Candidate with 10 years at Capgemini, Infosys as Senior Software Engineer. Skilled in ChatGPT, SQL, Scikit-learn. Consulting-only background without product-company experience. JD fit: exceeds minimum experience (10 yrs vs 5 required); has the required expert-level Python.",Senior Software Engineer,Tech Mahindra,10.0,Pune
410,Candidate_0456,0.4868,0.4489,0.7,0.0941,0.0,0.65,1.0,0.9,0.7062,1.0,1.0,0.15,0.7,0.5,0.3382,0.3653,False,,"Rank #410: Relevant AI/ML profile with 11 years of experience at HR Business Partner, Customer Success Manager. Skills include JIRA, Keras, Social Media. Limited retrieval/ranking experience for this search-focused role. Low engagement signal: last active 141 days ago. JD fit: exceeds minimum experience (11 yrs vs 5 required).",Data Entry Specialist,Deloitte Tech,11.0,Hyderabad
411,Candidate_0337,0.486,0.4468,0.7,0.3571,0.0,0.62,1.0,0.4,0.5958,1.0,1.0,0.0,1.0,0.0,0.5265,0.3828,False,,"Rank #411: Candidate with 10 years at Tech Mahindra, Mindtree as Senior Software Engineer. Skilled in Jupyter Notebook, TensorFlow, Pandas. Consulting-only background without product-company experience. JD fit: exceeds minimum experience (10 yrs vs 5 required); has the required expert-level Python.",Senior Software Engineer,Mphasis,10.0,Bangalore
412,Candidate_0332,0.4859,0.4556,0.7,0.4087,0.0,0.62,0.3,0.7,0.7458,1.0,1.0,0.0,1.0,0.0,0.5265,0.3829,False,,"Rank #412: Candidate with 10 years at Deloitte Tech, Capgemini as Senior Software Engineer. Skilled in GitHub, Jupyter Notebook, OpenAI API. Consulting-only background without product-company experience. Behavioral signals: actively looking and open to work. JD fit: exceeds minimum experience (10 yrs vs 5 required); has the required expert-level Python.",Senior Software Engineer,Tech Mahindra,10.0,Kolkata
413,Candidate_0228,0.4848,0.4968,0.5,0.2975,0.07,0.5,0.3,0.7,0.78,1.0,1.0,0.15,1.0,0.7,0.6607,0.4278,False,,"Rank #413: Strong match for retrieval-focused AI engineering role. 3 years at Operations Manager building semantic search, ranking, or retrieval systems with ChatGPT, Pandas, OpenAI API. Limited retrieval/ranking experience for this search-focused role. JD fit: demonstrates retrieval/ranking expertise required by the JD; has the required expert-level Python.",ML Engineer,Mindtree,3.0,Ahmedabad
414,Candidate_0356,0.4837,0.3297,1.0,0.0918,0.0,0.65,1.0,0.5,0.5867,1.0,1.0,0.15,1.0,0.5,0.2773,0.2036,False,,"Rank #414: Candidate with 5 years at Customer Success Manager, Operations Manager as Scrum Master. Skilled in Content Marketing, Stakeholder Management, Leadership. Limited retrieval/ranking experience for this search-focused role. Low engagement signal: last active 363 days ago. JD fit: meets the 5-9 year experience requirement (5 yrs); has the required expert-level Python.",Scrum Master,Hexaware,5.0,Bangalore
415,Candidate_0340,0.4828,0.4311,0.7,0.3819,0.0,0.62,0.3,0.9,0.7167,1.0,1.0,0.0,1.0,0.0,0.5265,0.3701,False,,"Rank #415: Candidate with 10 years at Wipro, Hexaware as Senior Software Engineer. Skilled in Keras, Jupyter Notebook, Python. Consulting-only background without product-company experience. Behavioral signals: actively looking and open to work. JD fit: exceeds minimum experience (10 yrs vs 5 required); has the required expert-level Python.",Senior Software Engineer,Wipro,10.0,Chennai
416,Candidate_0345,0.4825,0.4294,0.7,0.3437,0.0,0.62,0.3,0.9,0.8,1.0,1.0,0.0,1.0,0.0,0.5265,0.3967,False,,"Rank #416: Candidate with 10 years at Tech Mahindra, TCS as Senior Software Engineer. Skilled in Keras, LangChain, Prompt Engineering. Consulting-only background without product-company experience. JD fit: exceeds minimum experience (10 yrs vs 5 required); has the required expert-level Python.",Senior Software Engineer,Infosys,10.0,Chennai
417,Candidate_0392,0.482,0.4495,0.7,0.3566,0.0,0.65,0.3,0.9,0.6182,1.0,1.0,0.15,0.7,0.5,0.2649,0.2738,False,,"Rank #417: Candidate with 10 years at Account Executive, HR Business Partner as UX Designer. Skilled in Machine Learning, Project Management, Python. Limited retrieval/ranking experience for this search-focused role. JD fit: exceeds minimum experience (10 yrs vs 5 required); has the required expert-level Python.",UX Designer,Mindtree,10.0,Chennai
418,Candidate_0439,0.4814,0.4104,0.7,0.4374,0.0,0.65,0.8,0.5,0.6346,1.0,1.0,0.15,0.7,0.5,0.1156,0.2293,False,,"Rank #418: Candidate with 11 years at Operations Manager, HR Business Partner as Account Executive. Skilled in HubSpot, PowerPoint, TensorFlow. Limited retrieval/ranking experience for this search-focused role. Behavioral signals: actively looking and open to work. JD fit: exceeds minimum experience (11 yrs vs 5 required); has the required expert-level Python.",Account Executive,TCS,11.0,Remote
419,Candidate_0453,0.4811,0.3598,0.75,0.4151,0.0,0.65,0.3,0.9,0.7038,0.8179,1.0,0.15,1.0,0.5,0.2649,0.2303,False,,"Rank #419: Candidate with 4 years at Customer Success Manager, Marketing Manager as UX Designer. Skilled in Communication, Stakeholder Management, Social Media. Limited retrieval/ranking experience for this search-focused role. Behavioral signals: actively looking and open to work.",UX Designer,Accenture,4.0,Ahmedabad
420,Candidate_0459,0.4792,0.4234,0.7,0.4032,0.0,0.65,0.3,0.9,0.6633,1.0,1.0,0.15,0.7,0.5,0.1464,0.2434,False,,"Rank #420: Candidate with 10 years at Customer Success Manager, HR Business Partner as Accountant. Skilled in PowerPoint, Social Media, Content Marketing. Limited retrieval/ranking experience for this search-focused role. Behavioral signals: actively looking and open to work. JD fit: exceeds minimum experience (10 yrs vs 5 required); has the required expert-level Python.",Accountant,Mindtree,10.0,Kolkata
421,Candidate_0388,0.4789,0.4258,0.7,0.3499,0.0,0.65,0.8,0.5,0.6187,1.0,1.0,0.15,0.7,0.5,0.2649,0.2544,False,,"Rank #421: Candidate with 11 years at Marketing Manager, HR Business Partner as UX Designer. Skilled in Leadership, Stakeholder Management, Budget Management. Limited retrieval/ranking experience for this search-focused role. JD fit: exceeds minimum experience (11 yrs vs 5 required).",UX Designer,Corp Inc,11.0,Remote
422,Candidate_0304,0.4785,0.4318,0.75,0.315,0.0,0.62,0.3,0.9,0.8125,1.0,1.0,0.0,0.7,0.0,0.5265,0.3806,False,,"Rank #422: Candidate with 4 years at Cognizant, Deloitte Tech as Senior Software Engineer. Skilled in LangChain, REST APIs, Python. Consulting-only background without product-company experience. JD fit: has the required expert-level Python.",Senior Software Engineer,Infosys,4.0,Chennai
423,Candidate_0263,0.4779,0.4389,0.7,0.3427,0.0,0.62,0.3,0.9,0.6792,1.0,1.0,0.0,1.0,0.0,0.5265,0.3538,False,,"Rank #423: Candidate with 10 years at Cognizant, Tech Mahindra as Senior Software Engineer. Skilled in ChatGPT, Keras, Jupyter Notebook. Consulting-only background without product-company experience. Behavioral signals: actively looking and open to work. JD fit: exceeds minimum experience (10 yrs vs 5 required); has the required expert-level Python.",Senior Software Engineer,HCL Technologies,10.0,Kolkata
424,Candidate_0253,0.4774,0.4389,0.75,0.3582,0.0,0.62,0.3,0.9,0.6875,1.0,1.0,0.0,0.7,0.0,0.5265,0.2913,False,,"Rank #424: Candidate with 4 years at HCL Technologies, Hexaware as Senior Software Engineer. Skilled in Machine Learning, Python, TensorFlow. Consulting-only background without product-company experience. JD fit: has the required expert-level Python.",Senior Software Engineer,Hexaware,4.0,Chennai
425,Candidate_0429,0.4754,0.4376,0.7,0.3527,0.0,0.65,0.3,0.5,0.5417,0.9694,1.0,0.65,0.7,0.5,0.3198,0.3192,False,,"Rank #425: Candidate with 10 years at HR Business Partner, Marketing Manager as Operations Manager. Skilled in Stakeholder Management, Project Management, Confluence. Limited retrieval/ranking experience for this search-focused role. JD fit: exceeds minimum experience (10 yrs vs 5 required); has the required expert-level Python.",Operations Manager,Corp Inc,10.0,Chennai
426,Candidate_0323,0.475,0.4402,0.75,0.29,0.0,0.65,0.3,0.7,0.725,1.0,1.0,0.0,1.0,0.0,0.5265,0.3312,False,,"Rank #426: Candidate with 4 years at Mphasis, Cognizant as Senior Software Engineer. Skilled in Prompt Engineering, OpenAI API, TensorFlow. Consulting-only background without product-company experience.",Senior Software Engineer,IBM Consulting,4.0,Chennai
427,Candidate_0408,0.475,0.348,0.7,0.3969,0.0,0.65,0.3,0.9,0.6808,0.9385,1.0,0.65,0.7,0.5,0.2241,0.196,False,,"Rank #427: Candidate with 12 years at Marketing Manager, Operations Manager as Customer Success Manager. Skilled in Google Analytics, SQL, JIRA. Limited retrieval/ranking experience for this search-focused role. Behavioral signals: actively looking and open to work. JD fit: exceeds minimum experience (12 yrs vs 5 required); has the required expert-level Python.",Customer Success Manager,Cognizant,12.0,"San Francisco, USA"
428,Candidate_0455,0.4749,0.4698,0.7,0.1202,0.0,0.65,0.3,0.9,0.6692,1.0,1.0,0.65,0.7,0.5,0.2149,0.282,False,,"Rank #428: Candidate with 12 years at Customer Success Manager, Operations Manager as Sales Manager. Skilled in Keras, Communication, JIRA. Limited retrieval/ranking experience for this search-focused role. Low engagement signal: last active 196 days ago. JD fit: exceeds minimum experience (12 yrs vs 5 required); has the required expert-level Python.",Sales Manager,Startups Ltd,12.0,"San Francisco, USA"
429,Candidate_0409,0.4737,0.337,1.0,0.0744,0.0,0.65,0.3,0.5,0.7077,1.0,1.0,0.65,1.0,0.5,0.2149,0.1587,False,,"Rank #429: Candidate with 7 years at Account Executive, Marketing Manager as Sales Manager. Skilled in Keras, HubSpot, Budget Management. Limited retrieval/ranking experience for this search-focused role. Low engagement signal: last active 81 days ago. JD fit: meets the 5-9 year experience requirement (7 yrs); has the required expert-level Python.",Sales Manager,Startups Ltd,7.0,Singapore
430,Candidate_0303,0.4737,0.4457,0.7,0.3088,0.0,0.62,0.3,0.9,0.6542,1.0,1.0,0.0,1.0,0.0,0.5265,0.3248,False,,"Rank #430: Candidate with 10 years at HCL Technologies, Wipro as Senior Software Engineer. Skilled in Jupyter Notebook, ChatGPT, GitHub. Consulting-only background without product-company experience. JD fit: exceeds minimum experience (10 yrs vs 5 required); has the required expert-level Python.",Senior Software Engineer,Mphasis,10.0,Chennai
431,Candidate_0390,0.4734,0.331,1.0,0.0887,0.0,0.65,0.3,0.9,0.6955,1.0,1.0,0.15,1.0,0.5,0.1464,0.2166,False,,"Rank #431: Candidate with 7 years at HR Business Partner, Customer Success Manager as Accountant. Skilled in SEO, Machine Learning, Keras. Limited retrieval/ranking experience for this search-focused role. Low engagement signal: last active 140 days ago. JD fit: meets the 5-9 year experience requirement (7 yrs).",Accountant,Startups Ltd,7.0,Chennai
432,Candidate_0338,0.4733,0.4343,0.75,0.3487,0.0,0.62,0.3,0.9,0.6292,1.0,1.0,0.0,0.7,0.0,0.5265,0.3486,False,,"Rank #432: Candidate with 4 years at IBM Consulting, Wipro as Senior Software Engineer. Skilled in NumPy, Python, LangChain. Consulting-only background without product-company experience. JD fit: has the required expert-level Python.",Senior Software Engineer,Cognizant,4.0,Kolkata
433,Candidate_0351,0.4731,0.3332,1.0,0.1001,0.0,0.65,0.3,0.9,0.6107,1.0,1.0,0.15,1.0,0.5,0.2269,0.1971,False,,"Rank #433: Candidate with 8 years at Customer Success Manager, HR Business Partner as Financial Analyst. Skilled in Salesforce, Python, Machine Learning. Limited retrieval/ranking experience for this search-focused role. Low engagement signal: last active 314 days ago. JD fit: meets the 5-9 year experience requirement (8 yrs); has the required expert-level Python.",Financial Analyst,IBM Consulting,8.0,"San Francisco, USA"
434,Candidate_0359,0.4724,0.3812,0.7,0.3751,0.0,0.65,0.3,0.9,0.7591,0.9909,1.0,0.15,0.7,0.5,0.2286,0.2528,False,,"Rank #434: Candidate with 10 years at Customer Success Manager as Content Writer. Skilled in Google Analytics, Project Management, Python. Limited retrieval/ranking experience for this search-focused role. Behavioral signals: actively looking and open to work. JD fit: exceeds minimum experience (10 yrs vs 5 required); has the required expert-level Python.",Content Writer,Mphasis,10.0,"San Francisco, USA"
435,Candidate_0277,0.472,0.446,0.75,0.3338,0.0,0.65,0.3,0.5,0.6833,1.0,1.0,0.0,1.0,0.0,0.5265,0.3507,False,,"Rank #435: Candidate with 4 years at Accenture, Wipro as Senior Software Engineer. Skilled in LangChain, Keras, NumPy. Consulting-only background without product-company experience. JD fit: has the required expert-level Python.",Senior Software Engineer,Capgemini,4.0,Chennai
436,Candidate_0299,0.4713,0.4299,0.75,0.3308,0.0,0.65,0.3,0.5,0.7833,1.0,1.0,0.0,1.0,0.0,0.5265,0.2827,False,,"Rank #436: Candidate with 4 years at Accenture, Mphasis as Senior Software Engineer. Skilled in OpenAI API, LangChain, NumPy. Consulting-only background without product-company experience. Behavioral signals: actively looking and open to work. JD fit: has the required expert-level Python.",Senior Software Engineer,Wipro,4.0,Chennai
437,Candidate_0443,0.469,0.346,0.75,0.0795,0.0,0.65,1.0,0.9,0.6577,1.0,1.0,0.15,1.0,0.5,0.2649,0.2544,False,,"Rank #437: Candidate with 4 years at HR Business Partner, Operations Manager as UX Designer. Skilled in Microsoft Excel, Confluence, Social Media. Limited retrieval/ranking experience for this search-focused role. Low engagement signal: last active 335 days ago.",UX Designer,Hexaware,4.0,Bangalore
438,Candidate_0258,0.4685,0.451,0.75,0.3007,0.0,0.62,0.3,0.9,0.6333,0.875,1.0,0.0,0.7,0.0,0.5265,0.3628,False,,"Rank #438: Candidate with 4 years at Tech Mahindra, Capgemini as Senior Software Engineer. Skilled in NumPy, Machine Learning, Data Analysis. Consulting-only background without product-company experience. JD fit: has the required expert-level Python.",Senior Software Engineer,Hexaware,4.0,Chennai
439,Candidate_0301,0.4683,0.4256,0.75,0.3553,0.0,0.65,0.3,0.4,0.7625,1.0,1.0,0.0,1.0,0.0,0.5265,0.2913,False,,"Rank #439: Candidate with 4 years at Hexaware, Accenture as Senior Software Engineer. Skilled in REST APIs, Data Analysis, Scikit-learn. Consulting-only background without product-company experience. Behavioral signals: actively looking and open to work. JD fit: has the required expert-level Python.",Senior Software Engineer,Accenture,4.0,Kolkata
440,Candidate_0441,0.4663,0.4002,0.7,0.1144,0.0,0.65,1.0,0.9,0.6687,0.8667,1.0,0.15,0.7,0.5,0.2773,0.2143,False,,"Rank #440: Candidate with 10 years at Account Executive as Scrum Master. Skilled in Leadership, Keras, Communication. Limited retrieval/ranking experience for this search-focused role. Low engagement signal: last active 320 days ago. JD fit: exceeds minimum experience (10 yrs vs 5 required).",Scrum Master,HCL Technologies,10.0,Bangalore
441,Candidate_0419,0.4634,0.4098,0.75,0.0676,0.07,0.65,0.3,0.9,0.6,1.0,0.7525,0.15,1.0,0.7,0.3382,0.2829,False,,"Rank #441: Strong match for retrieval-focused AI engineering role. 4 years at Operations Manager, Marketing Manager building semantic search, ranking, or retrieval systems with Project Management, Machine Learning, Content Marketing. Limited retrieval/ranking experience for this search-focused role. Low engagement signal: last active 217 days ago. JD fit: demonstrates retrieval/ranking expertise required by the JD.",Data Entry Specialist,Mindtree,4.0,Kolkata
442,Candidate_0252,0.4616,0.4412,0.7,0.3954,0.0,0.62,0.3,0.4,0.7083,0.8528,1.0,0.0,1.0,0.0,0.5265,0.3439,False,,"Rank #442: Candidate with 10 years at Mphasis, Mindtree as Senior Software Engineer. Skilled in Scikit-learn, NumPy, LangChain. Consulting-only background without product-company experience. Behavioral signals: actively looking and open to work. JD fit: exceeds minimum experience (10 yrs vs 5 required); has the required expert-level Python.",Senior Software Engineer,Cognizant,10.0,Kolkata
443,Candidate_0319,0.4614,0.4065,0.75,0.3311,0.0,0.65,0.3,0.4,0.775,1.0,1.0,0.0,1.0,0.0,0.5265,0.2982,False,,"Rank #443: Candidate with 4 years at Tech Mahindra, Deloitte Tech as Senior Software Engineer. Skilled in Prompt Engineering, Machine Learning, Keras. Consulting-only background without product-company experience. Behavioral signals: actively looking and open to work. JD fit: has the required expert-level Python.",Senior Software Engineer,Infosys,4.0,Chennai
444,Candidate_0436,0.461,0.3184,1.0,0.0911,0.0,0.65,0.3,0.5,0.7583,1.0,1.0,0.15,1.0,0.5,0.2649,0.2076,False,,"Rank #444: Candidate with 6 years at Customer Success Manager, Operations Manager as UX Designer. Skilled in Salesforce, Confluence, PowerPoint. Limited retrieval/ranking experience for this search-focused role. Low engagement signal: last active 158 days ago. JD fit: meets the 5-9 year experience requirement (6 yrs).",UX Designer,Cognizant,6.0,Ahmedabad
445,Candidate_0387,0.4605,0.3634,0.7,0.3186,0.0,0.65,0.3,0.9,0.6731,1.0,1.0,0.15,0.7,0.5,0.2999,0.3137,False,,"Rank #445: Candidate with 11 years at Marketing Manager, Customer Success Manager as Recruiter. Skilled in Content Marketing, SQL, Budget Management. Limited retrieval/ranking experience for this search-focused role. JD fit: exceeds minimum experience (11 yrs vs 5 required).",Recruiter,Cognizant,11.0,Ahmedabad
446,Candidate_0325,0.4599,0.4259,0.75,0.3984,0.0,0.62,0.3,0.4,0.6917,1.0,1.0,0.0,0.7,0.0,0.5265,0.3253,False,,"Rank #446: Candidate with 4 years at Mphasis, HCL Technologies as Senior Software Engineer. Skilled in LangChain, Machine Learning, Prompt Engineering. Consulting-only background without product-company experience. Behavioral signals: actively looking and open to work.",Senior Software Engineer,Wipro,4.0,Chennai
